"timestamp","value"
1739266670280,27.139999389648438
1739266680280,27.309999465942383
1739266690285,27.43000030517578
1739266700285,27.549999237060547
1739266710285,27.65999984741211
1739266720286,27.81999969482422
1739266730286,27.889999389648438
1739266740286,28.020000457763672
1739266750291,28.079999923706055
1739266760291,28.1299991607666
1739266770291,28.229999542236328
1739266780291,28.360000610351562
1739266790291,28.399999618530273
1739266800291,28.489999771118164
1739266810296,28.56999969482422
1739266820296,28.610000610351562
1739266830296,28.709999084472656
1739266840297,28.790000915527344
1739266850297,28.809999465942383
1739266860297,28.860000610351562
1739266870302,28.969999313354492
1739266880302,29.010000228881836
1739266890302,29.059999465942383
1739266900302,29.139999389648438
1739266910302,29.15999984741211
1739266920302,29.209999084472656
1739266930307,29.260000228881836
1739266940307,29.329999923706055
1739266950308,29.3700008392334
1739266960309,29.40999984741211
1739266970309,29.450000762939453
1739266980310,29.479999542236328
1739266990315,29.520000457763672
1739267000315,29.559999465942383
1739267010315,29.579999923706055
1739267020315,29.56999969482422
1739267030315,29.59000015258789
1739267040315,29.600000381469727
1739267050320,29.59000015258789
1739267060320,29.6299991607666
1739267070320,29.649999618530273
1739267080321,29.65999984741211
1739267090321,29.65999984741211
1739267100321,29.709999084472656
1739267110326,29.709999084472656
1739267120326,29.739999771118164
1739267130327,29.729999542236328
1739267140327,29.739999771118164
1739267150328,29.770000457763672
1739267160328,29.739999771118164
1739267170333,29.75
1739267180333,29.770000457763672
1739267190333,29.780000686645508
1739267200334,29.790000915527344
1739267210334,29.81999969482422
1739267220334,29.809999465942383
1739267230339,29.829999923706055
1739267240339,29.8700008392334
1739267250340,29.889999389648438
1739267260340,29.889999389648438
1739267270341,29.899999618530273
1739267280341,29.950000762939453
1739267290346,29.979999542236328
1739267300346,30.020000457763672
1739267310346,30.020000457763672
1739267320346,30.06999969482422
1739267330346,30.06999969482422
1739267340346,30.100000381469727
1739267350351,30.1200008392334
1739267360351,30.1299991607666
1739267370352,30.139999389648438
1739267380352,30.149999618530273
1739267390353,30.18000030517578
1739267400353,30.15999984741211
1739267410358,30.139999389648438
1739267420358,30.139999389648438
1739267430358,30.139999389648438
1739267440358,30.1299991607666
1739267450358,30.1299991607666
1739267460358,30.139999389648438
1739267470362,30.110000610351562
1739267480362,30.100000381469727
1739267490362,30.110000610351562
1739267500362,30.110000610351562
1739267510362,30.06999969482422
1739267520362,30.079999923706055
1739267530367,30.06999969482422
1739267540367,30.06999969482422
1739267550367,30.06999969482422
1739267560367,30.020000457763672
1739267570367,30.030000686645508
1739267580367,30.020000457763672
1739267590372,30.020000457763672
1739267600372,30.020000457763672
1739267610373,30
1739267620374,29.989999771118164
1739267630374,29.979999542236328
1739267640375,29.950000762939453
1739267650380,29.969999313354492
1739267660380,29.950000762939453
1739267670381,29.950000762939453
