"timestamp","value"
1739270950734,29
1739270965734,30
1739270980735,30
1739270995735,26
1739271010740,24
1739271025741,25
1739271040742,28
1739271055743,33
1739271070748,34
1739271085748,34
1739271100749,33
1739271115750,32
1739271130755,31
1739271145755,31
1739271160756,32
1739271175757,32
1739271190761,35
1739271205762,36
1739271220763,36
1739271235764,38
1739271250769,38
1739271265770,41
1739271280771,38
1739271295772,35
1739271310777,34
1739271325777,28
1739271340778,28
1739271355778,29
1739271370783,28
1739271385783,27
1739271400784,29
1739271415784,30
1739271430789,30
1739271445789,33
1739271460789,33
1739271475789,34
1739271490794,35
1739271505795,37
1739271520796,39
1739271535797,39
1739271550802,39
1739271565802,38
1739271580802,40
1739271595802,39
1739271610807,39
1739271610807,39
1739271625807,38
1739271625807,38
1739271640808,35
1739271640808,35
1739271655809,37
1739271655809,37
1739271670814,37
1739271685814,39
1739271700814,33
1739271715814,25
1739271730819,21
1739271745819,18
1739271760819,22
1739271775819,25
1739271790824,28
1739271805824,32
1739271820825,36
1739271835825,38
1739271850830,40
1739271850830,40
1739271865830,36
1739271865830,36
1739271880831,35
1739271880831,35
1739271895831,36
1739271895831,36
1739271910836,33
1739271910836,33
1739271925836,34
1739271925836,34
1739271940836,31
1739271940836,31
1739271955836,30
1739271955836,30
1739271970841,31
1739271970841,31
1739271985841,32
1739271985841,32
1739272000842,36
1739272000842,36
1739272015842,37
1739272015842,37
1739272030847,38
1739272045848,36
1739272060849,33
1739272075850,36
1739272090855,35
1739272105855,34
1739272120855,35
1739272135855,31
1739272150860,33
1739272165860,36
1739272180860,37
1739272195860,40
1739272210864,40
1739272225864,41
1739272240864,41
1739272255864,37
1739272270870,36
1739272285870,34
1739272300871,31
1739272315872,33
1739272330877,30
1739272330877,30
1739272345878,29
1739272345878,29
1739272360879,29
1739272360879,29
1739272375880,28
1739272375880,28
1739272390885,29
1739272405885,31
1739272420885,32
1739272435885,33
1739272450890,33
1739272465890,33
1739272480890,35
1739272495890,35
1739272510895,38
1739272525895,38
1739272540896,36
1739272555897,33
1739272570902,29
1739272585902,26
1739272600903,26
1739272615903,29
1739272630908,28
1739272645909,25
1739272660910,27
1739272675911,26
1739272690916,29
1739272705916,33
1739272720917,29
1739272735917,27
1739272750922,27
1739272765922,27
1739272780923,28
1739272795923,28
1739272810928,26
1739272825929,26
1739272840930,25
1739272855931,26
1739272870936,26
1739272885936,25
1739272900937,27
1739272915938,31
1739272930943,32
1739272945944,36
1739272960945,33
1739272975946,30
1739272990951,33
1739273005952,31
1739273020953,35
1739273035954,34
1739273050959,32
1739273065959,32
1739273080960,29
1739273095960,30
1739273110965,30
1739273125965,30
1739273140966,34
1739273155967,35
1739273170972,35
1739273185972,34
1739273200972,32
1739273215972,31
1739273230977,31
1739273245977,32
1739273260977,31
1739273275977,32
1739273290982,31
1739273305983,31
1739273320984,34
1739273335985,35
1739273350990,39
1739273365990,39
1739273380991,37
1739273395992,37
1739273410997,35
1739273425997,35
1739273440997,36
1739273455997,33
1739273471002,33
1739273486003,35
1739273501004,35
1739273516005,35
1739273531010,34
1739273546010,32
1739273561011,30
1739273576011,30
1739273591016,30
1739273606017,30
1739273621018,32
1739273636019,34
1739273651024,33
1739273666024,33
1739273681025,32
1739273696026,31
1739273711031,33
1739273726031,33
1739273741031,35
1739273756031,36
1739273771036,35
1739273771036,35
1739273786036,36
1739273786036,36
1739273801037,36
1739273801037,36
1739273816037,37
1739273816037,37
1739273831042,40
1739273846042,42
1739273861043,44
1739273876043,43
1739273891048,40
1739273906048,36
1739273921049,35
1739273936049,35
1739273951054,38
1739273966054,40
1739273981055,37
1739273996056,38
1739274011061,35
1739274026062,34
1739274041063,34
1739274056064,35
1739274071069,37
1739274086069,34
1739274101069,34
1739274116069,29
1739274131074,28
1739274146075,30
1739274161076,29
1739274176077,31
1739274191082,29
1739274206082,32
1739274221083,31
1739274236083,33
1739274251088,35
1739274266089,33
1739274281090,35
1739274296091,33
1739274311096,32
1739274326096,32
1739274341096,30
1739274356096,31
1739274371101,32
1739274386101,32
1739274401102,35
1739274416103,35
1739274431108,36
1739274446109,35
1739274461110,35
1739274476111,34
1739274491116,34
1739274506116,37
1739274521117,36
1739274536117,35
1739274551122,35
1739274566123,36
1739274581124,36
1739274596125,39
1739274611130,37
1739274626130,37
1739274641130,38
1739274656130,37
1739274671135,41
1739274686135,38
1739274701136,39
1739274716137,40
1739274731141,37
1739274746141,38
1739274761141,37
1739274776141,36
1739274791146,38
1739274806146,39
1739274821146,38
1739274836146,38
1739274851151,36
1739274866151,35
1739274881152,40
1739274896152,42
1739274911157,42
1739274926157,40
1739274941158,36
1739274956158,33
1739274971163,34
1739274986163,33
1739275001164,35
1739275016165,33
1739275031170,31
1739275046171,33
1739275061172,32
1739275076173,33
1739275091177,32
1739275091177,32
1739275106177,34
1739275106177,34
1739275121178,31
1739275121178,31
1739275136179,36
1739275136179,36
1739275151184,37
1739275166184,37
1739275181184,37
1739275196184,31
1739275211189,33
1739275226189,33
1739275241189,33
1739275256189,36
1739275271194,36
1739275286194,35
1739275301195,36
1739275316195,37
1739275331200,36
1739275346200,35
1739275361201,35
1739275376202,32
1739275391207,30
1739275406207,29
1739275421208,27
1739275436208,27
1739275451213,30
1739275466213,31
1739275481214,34
1739275496215,36
1739275511220,32
1739275526220,33
1739275541221,33
1739275556221,32
1739275571226,31
1739275586227,28
1739275601228,27
1739275616229,26
1739275631235,30
1739275646236,31
1739275661237,32
1739275676238,32
1739275691243,31
1739275706243,32
1739275721244,33
1739275736244,36
1739275751249,37
1739275766250,37
1739275781251,36
1739275796252,33
1739275811257,35
1739275826257,36
1739275841258,36
1739275856259,37
1739275871264,34
1739275886264,33
1739275901265,33
1739275916266,33
1739275931271,38
1739275946271,41
1739275961271,40
1739275976271,41
1739275991275,38
1739276006275,34
1739276021276,32
1739276036277,28
1739276051282,27
1739276066283,27
1739276081284,28
1739276096285,31
1739276111290,30
1739276126291,31
1739276141292,35
1739276156293,37
1739276171298,37
1739276186299,38
1739276201300,36
1739276216301,33
1739276231306,32
1739276246306,31
1739276261307,31
1739276276307,32
1739276291312,35
1739276306312,33
1739276321313,28
1739276336314,23
1739276351319,18
1739276366320,22
1739276381321,27
1739276396322,32
1739276411327,33
1739276426327,26
